name,type,unit,orig_group,cat,cat_name,subcategory,subcategory_secondary,lifecycle,activation,validation,validation_note,severity,recommendation,behavior_risk,consumer,ctor_transfer_target,guard_chain,code_transforms,src_default,set_value,runtime,effective_value,effective_formula,derived_variable,dynamic_range,observed_baseline_range,effect,dependencies,evidence
InpEnableSMCZoneDecay,bool,bool,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Experimental,Gated-off,Rejected,A/B toggle sensibly off — exact baseline,P3,Keep,None,"CSMCOrderBlocks (CSMCOrderBlocks.mqh:325,1177,1200,1221,1238,1259,1307-1334)",,"if(!InpEnableSMCZoneDecay) return (exact baseline, line 1259); every decay branch gated on InpEnableSMCZoneDecay",,false,false,false,false,static (init-effective = runtime scalar),—,—,—,Master toggle for the strength-decay/recycle SMC zone model; off = static zone behavior.,InpSMCZoneDecayRate; InpSMCZoneMinStrength; InpSMCZoneRecycleAge; InpSMCTouchStrengthBoost,CSMCOrderBlocks.mqh:1259 baseline short-circuit.
InpSMCBOSLookback,int,bars,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:279, arg5)",,mq5:1194 -> m_smc_bos_lookback -> Configure,,20,20,20,20,static (init-effective = runtime scalar),—,—,—,Break-of-structure lookback window (bars).,InpEnableSMC,CMarketContext.mqh:279.
InpSMCFVGMinPoints,int,points,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:279, arg4)",,mq5:1194 -> m_smc_fvg_min_points -> Configure,,50,50,50,50,static (init-effective = runtime scalar),—,—,—,Minimum FVG gap size (points) to register a fair-value gap.,InpEnableSMC,CMarketContext.mqh:279.
InpSMCLiqMinTouches,int,none,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:280, arg7)",,mq5:1195 -> m_smc_liq_min_touches -> Configure,,2,2,2,2,static (init-effective = runtime scalar),—,—,—,Minimum touches to validate a liquidity level.,InpSMCLiqTolerance,CMarketContext.mqh:280.
InpSMCLiqTolerance,double,seconds,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,externalized,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:279, arg6)",,mq5:1195 -> m_smc_liq_tolerance -> Configure (equal-highs/lows clustering tolerance),,60.0,60.0,60.000000,60.0,static (init-effective = runtime scalar),—,—,—,Price tolerance for clustering equal highs/lows into a liquidity pool.,InpSMCLiqMinTouches,CMarketContext.mqh:279; unit label 'seconds' in slice is mislabeled — it is a price tolerance.
InpSMCOBBodyPct,double,ratio/%,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:278, arg2)",,mq5:1193 -> m_smc_ob_body_pct -> Configure,,0.5,0.5,0.500000,0.5,static (init-effective = runtime scalar),—,—,—,Minimum candle body% for order-block qualification.,InpEnableSMC,CMarketContext.mqh:278; mq5:1193.
InpSMCOBImpulseMult,double,ratio/%,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:278, arg3)",,mq5:1193 -> m_smc_ob_impulse_mult -> Configure,,1.5,1.5,1.500000,1.5,static (init-effective = runtime scalar),—,—,—,Impulse-leg size multiplier defining a valid displacement into the OB.,InpEnableSMC,CMarketContext.mqh:278.
InpSMCOBLookback,int,bars,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:278, arg1)",,"mq5:1189 -> m_smc_ob_lookback -> CSMCOrderBlocks.Configure(m_smc_ob_lookback,...)",,50,50,50,50,static (init-effective = runtime scalar),—,—,—,Order-block scan depth (bars).,InpEnableSMC,CMarketContext.mqh:278.
InpSMCTouchStrengthBoost,double,none,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Experimental,Gated-off,Identity-default,inert while decay off,P3,Keep,None,CSMCOrderBlocks (decay branches only),,used only when InpEnableSMCZoneDecay==true,clamp,10.0,10.0,10.000000,10.0 (inert),static (init-effective = runtime scalar),—,—,—,Strength added on each zone re-touch; dead until decay enabled.,InpEnableSMCZoneDecay,CSMCOrderBlocks.mqh decay branches.
InpSMCUseHTFConfluence,bool,bool,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Experimental,Gated-off,Identity-default,externalized-but-always-false,P3,Keep,None,"CSMCOrderBlocks::Configure (CMarketContext.mqh:280, last arg -> m_smc_use_htf_confluence)",,mq5:1196 -> m_smc_use_htf_confluence -> Configure; false => HTF confluence path not applied,,false,false,false,false,static (init-effective = runtime scalar),—,—,—,Would require higher-timeframe confluence on SMC zones; wired but held false.,InpEnableSMC,"CMarketContext.mqh:159,183,280."
InpSMCZoneDecayRate,double,ratio/%,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Experimental,Gated-off,Identity-default,inert while decay off,P3,Keep,None,CSMCOrderBlocks (reached only inside InpEnableSMCZoneDecay branches),,used only when InpEnableSMCZoneDecay==true,,0.25,0.25,0.250000,0.25 (inert),static (init-effective = runtime scalar),—,—,—,Per-bar zone strength decay rate; dead until decay enabled.,InpEnableSMCZoneDecay,CSMCOrderBlocks.mqh decay branches 1307-1334.
InpSMCZoneMaxAge,int,ratio/%,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Production,Active,Engineering-default,general zone-age cull,P3,Keep,Low,"CSMCOrderBlocks::Configure (CMarketContext.mqh:280, arg8)",,mq5:1196 -> m_smc_zone_max_age -> Configure (zones older than N bars culled),,200,200,200,200,static (init-effective = runtime scalar),—,—,—,Max age (bars) before an SMC zone is discarded; distinct from the decay recycle path.,InpEnableSMC,CMarketContext.mqh:280. Unit label 'ratio/%' in slice is wrong — bars.
InpSMCZoneMinStrength,int,ratio/%,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Experimental,Gated-off,Identity-default,forced to 0 when decay off,P3,Keep,None,CSMCOrderBlocks (CSMCOrderBlocks.mqh:325),,double min_str = InpEnableSMCZoneDecay ? (double)InpSMCZoneMinStrength : 0.0; -> decay off forces floor 0,,20,20,20,20 (forced to 0.0 while decay off),static (init-effective = runtime scalar),—,—,—,Min zone strength to keep a zone; ternary forces it to 0 (no cull) when decay disabled.,InpEnableSMCZoneDecay,CSMCOrderBlocks.mqh:325.
InpSMCZoneRecycleAge,int,ratio/%,SMC ORDER BLOCKS,3,Market Features & State,SMC,market-structure,Experimental,Gated-off,Identity-default,inert while decay off,P3,Keep,None,CSMCOrderBlocks (decay branches only),,used only when InpEnableSMCZoneDecay==true,,400,400,400,400 (inert),static (init-effective = runtime scalar),—,—,—,Age at which a decayed zone is recycled; dead until decay enabled.,InpEnableSMCZoneDecay,CSMCOrderBlocks.mqh:1177-1238 decay branches.
InpMAFastPeriod,int,bars,TREND DETECTION,3,Market Features & State,Trend detection,,Production,Active,Engineering-default,,P3,Keep,Low,"CTrendDetector (CMarketContext.mqh:239 new CTrendDetector(m_ma_fast_period,...)); CMACrossEntry (mq5:1277); CSetupEvaluator (mq5:1723)",CPinBarEntry,mq5:1184 -> CMarketContext ctor -> m_ma_fast_period -> CTrendDetector fast MA handle,,10,10,10,10,static (init-effective = runtime scalar),—,—,—,Fast MA period feeding trend/MA-cross detection.,InpMASlowPeriod,"mq5:1184,1277,1723; CMarketContext.mqh:239."
InpMASlowPeriod,int,bars,TREND DETECTION,3,Market Features & State,Trend detection,,Production,Active,Engineering-default,,P3,Keep,Low,CTrendDetector (CMarketContext.mqh:239); CMACrossEntry (mq5:1277); CSetupEvaluator (mq5:1723),CPinBarEntry,mq5:1184 -> CMarketContext ctor -> m_ma_slow_period -> CTrendDetector slow MA,,21,21,21,21,static (init-effective = runtime scalar),—,—,—,Slow MA period for trend/MA-cross detection.,InpMAFastPeriod,"mq5:1184,1277,1723."
InpSwingLookback,int,bars,TREND DETECTION,3,Market Features & State,Trend detection,,Production,Active,Engineering-default,,P3,Keep,Low,CTrendDetector (CMarketContext.mqh:239 swing_lookback),,mq5:1185 -> CMarketContext ctor -> m_swing_lookback -> CTrendDetector structure swing detection,,20,20,20,20,static (init-effective = runtime scalar),—,—,—,Bar lookback for swing-high/low structure detection.,,mq5:1185; CMarketContext.mqh:239.
InpUseH4AsPrimary,bool,bool,TREND DETECTION,3,Market Features & State,Trend detection,,Production,Active,Engineering-default,H4 primary trend axis,P2,Keep,Low,"CMarketContext (m_use_h4_primary, mq5:1185); CSignalValidator (use_h4 param, mq5:1239)",,mq5:1185 -> CMarketContext ctor m_use_h4_primary; also mq5:1239 -> CSignalValidator use_h4 -> primary_trend selection,,true,true,true,true,static (init-effective = runtime scalar),—,—,—,Selects H4 (vs D1) as the primary trend timeframe for context and validation.,CTrendDetector; CSignalValidator,"mq5:1185,1239."
InpEnableVolRegime,bool,bool,VOLATILITY REGIME RISK,3,Market Features & State,Vol-regime thresholds,,Production,Conditional,Engineering-default,regime CLASSIFICATION live for entry gating; the RISK-MULT leg is DEAD — SPRINT-1C HOLE,P1,Fix,Medium,CVolatilityRegimeManager.SetEnabled (CMarketContext.mqh:300); classification consumed by CExpansionEngine (CExpansionEngine.mqh:551) + CDayTypeRouter (CDayTypeRouter.mqh:49); risk-mult consumed ONLY by never-constructed CQualityTierRiskStrategy.mqh:112,,mq5:1191 -> m_enable_vol_regime -> SetEnabled; if(!m_enabled) GetVolatilityRegime returns VOL_NORMAL & GetRiskMultiplier returns 1.0,,true,true,true,true (classification active; risk-mult inert),static (init-effective = runtime scalar),—,—,—,Enables ATR-ratio vol-regime classification (used by ExpansionEngine gating and day-type routing); the associated per-band RISK multiplier does NOT reach the live sizing path.,InpVolVeryLowThresh/LowThresh/NormalThresh/HighThresh,CVolatilityRegimeManager.mqh:270-275 SPRINT-1C HOLE comment: only caller of GetRiskMultiplier is CMarketContext.GetVolatilityRiskMultiplier -> never-constructed CQualityTierRiskStrategy.
InpVolHighThresh,double,ratio/%,VOLATILITY REGIME RISK,3,Market Features & State,Vol-regime thresholds,,Production,Conditional,Engineering-default,band edge,P2,Keep,Low,"CVolatilityRegimeManager::Configure/ClassifyRegime (CVolatilityRegimeManager.mqh:151,248); HIGH/EXTREME gates CExpansionEngine.mqh:551-552",,mq5:1210 -> m_config.high_threshold -> VOL_HIGH/VOL_EXTREME classification -> CExpansionEngine entry gate,,1.3,1.3,1.300000,1.3,static (init-effective = runtime scalar),—,—,—,ATR-ratio band edge above which regime is HIGH/EXTREME; materially gates ExpansionEngine entries.,InpEnableVolRegime,CVolatilityRegimeManager.mqh:151; CExpansionEngine.mqh:551-552.
InpVolLowThresh,double,ratio/%,VOLATILITY REGIME RISK,3,Market Features & State,Vol-regime thresholds,,Production,Conditional,Engineering-default,band edge,P2,Keep,Low,"CVolatilityRegimeManager::Configure/ClassifyRegime (CVolatilityRegimeManager.mqh:149,248)",,mq5:1210 -> m_config.low_threshold -> classification band,,0.7,0.7,0.700000,0.7,static (init-effective = runtime scalar),—,—,—,"ATR-ratio band edge separating LOW/NORMAL vol regimes (classification live, risk-mult dead).",InpEnableVolRegime,CVolatilityRegimeManager.mqh:149.
InpVolNormalThresh,double,ratio/%,VOLATILITY REGIME RISK,3,Market Features & State,Vol-regime thresholds,,Production,Conditional,Engineering-default,band edge,P2,Keep,Low,"CVolatilityRegimeManager::Configure/ClassifyRegime (CVolatilityRegimeManager.mqh:150,248)",,mq5:1210 -> m_config.normal_threshold -> classification band,,1.0,1.0,1.000000,1.0,static (init-effective = runtime scalar),—,—,—,ATR-ratio band edge for NORMAL/HIGH boundary (classification live).,InpEnableVolRegime,CVolatilityRegimeManager.mqh:150.
InpVolVeryLowThresh,double,ratio/%,VOLATILITY REGIME RISK,3,Market Features & State,Vol-regime thresholds,,Production,Conditional,Engineering-default,"band edge; drives live classification, feeds the dead risk-mult too",P2,Keep,Low,"CVolatilityRegimeManager::Configure -> ClassifyRegime (CVolatilityRegimeManager.mqh:148,248)",,"mq5:1210 Configure(InpVolVeryLowThresh,...) -> m_config.very_low_threshold -> ClassifyRegime -> GetVolatilityRegime (live) / CalculateRiskMultiplier (dead leg)",,0.5,0.5,0.500000,0.5,static (init-effective = runtime scalar),—,—,—,Lower ATR-ratio band edge for the VERY_LOW volatility regime; affects entry gating via classification.,InpEnableVolRegime,"CVolatilityRegimeManager.mqh:143-151,247-248."
InpCrashATRMult,double,ATR-mult,CRASH DETECTOR (BEAR HUNTER),4,Alpha Engines & Pattern Detection,Crash engine,,Production,Active,Engineering-default,,P3,Keep,High,CCrashBreakoutEntry::CheckForEntrySignal (CCrashBreakoutEntry.mqh:394),,crash registration -> ctor slot1 -> m_extension_atr_mult -> extension_threshold = ema21 + h1_atr*mult (:394),,2.0,2.0,2.000000,= runtime (2.0),"InpCrashATRMult × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,"Rubber-band extension threshold; larger = fewer, more-stretched crash shorts on a live cohort.",crash master chain,reader mqh:394; ctor slot verified clean
InpCrashFreshDCBars,int,points,CRASH DETECTOR (BEAR HUNTER),4,Alpha Engines & Pattern Detection,Crash engine,,Production,Active,Evidence-backed-adopted,,P2,Keep,Medium,CCrashBreakoutEntry::CheckForEntrySignal (CCrashBreakoutEntry.mqh:348),,"crash registration -> ctor slot13 -> m_fresh_dc_bars -> fresh_pass = bars_since_dc < m_fresh_dc_bars (:348), inside the Arm-C block (:323)",,150,150,150,= runtime (150); UNIT is bars (not 'points' as firstpass labels). ACTIVE on prod because Arm C is ON (firstpass '[X] inert' assumed Arm C off - WRONG for config-of-record),static (init-effective = runtime scalar),—,—,—,Freshness THRESHOLD (age cap) for the death cross; the scan/lookback window is a separate hardcoded dc_lookback=400 (:325).,InpCrashRequireFreshDeathCross=true (ADOPTED); coupled to hardcoded 400 scan cap,reader mqh:348; scan window hardcoded 400 at mqh:325; active because InpCrashRequireFreshDeathCross pinned true
InpCrashRegimeGate,int,none,CRASH DETECTOR (BEAR HUNTER),4,Alpha Engines & Pattern Detection,Crash engine,,Production,Conditional,Identity-default,,P2,Keep,Medium,"CCrashBreakoutEntry::Initialize (CCrashBreakoutEntry.mqh:154); CCrashBreakoutEntry::CheckForEntrySignal (CCrashBreakoutEntry.mqh:268,280)",,crash registration -> ctor slot10 -> m_regime_gate -> if(m_regime_gate==1) adds H4 death-cross leg (:280) when D1 cross false; 0 = D1-only (:261),,0,(unpinned),0,= runtime (0) = D1 death-cross only (baseline identity),static (init-effective = runtime scalar),—,—,—,"Selects the crash regime pre-filter: 0=D1-only, 1=D1-or-H4; only ==1 is special-cased (D1-or-H4 is the #1-ranked-but-unadopted opportunity).",interacts destructively with InpCrashRequireFreshDeathCross (see NEW issue); no ==2 branch exists,"readers mqh:154,268,280; only ==1 special-cased, values >1 unguarded silent no-op"
InpCrashRequireFallingEMA50,bool,bool,CRASH DETECTOR (BEAR HUNTER),4,Alpha Engines & Pattern Detection,Crash engine,,Experimental,Gated-off,Identity-default,,P3,Keep,Low,CCrashBreakoutEntry::Initialize (CCrashBreakoutEntry.mqh:174); CCrashBreakoutEntry::CheckForEntrySignal (CCrashBreakoutEntry.mqh:290-311),,crash registration -> ctor slot11 -> m_require_falling_ema50 -> if(m_require_falling_ema50 && death_cross_exists){ slope=ema50[1]-ema50[6]; if(slope>=0) death_cross_exists=false } (:290-311),,false,(unpinned),false,= runtime (false) -> block skipped -> identity,static (init-effective = runtime scalar),—,—,—,"Arm B: when true, additionally requires a falling D1 EMA50 slope to allow crash entries; off = no extra gate.",crash master chain; only bites when a death cross already exists,"readers mqh:174,290-311; false=identity"
InpCrashRequireFreshDeathCross,bool,bool,CRASH DETECTOR (BEAR HUNTER),4,Alpha Engines & Pattern Detection,Crash engine,,Production,Active,Evidence-backed-adopted,,P1,Keep,High,CCrashBreakoutEntry::CheckForEntrySignal (CCrashBreakoutEntry.mqh:323-355),,crash registration -> ctor slot12 -> m_require_fresh_dc -> if(m_require_fresh_dc && death_cross_exists){ scan recent D1 cross-down; if bars_since_dc >= m_fresh_dc_bars -> death_cross_exists=false } (:323-355),,false,true,true,= runtime (TRUE via .set; ADOPTED) - src default false; a source-default run diverges from baseline,static (init-effective = runtime scalar),—,—,—,Arm C (ADOPTED): requires the D1 death cross to be fresh (< InpCrashFreshDCBars old) before a crash entry; live gate that shapes the crash cohort.,InpCrashFreshDCBars threshold; interacts with InpCrashRegimeGate==1,canonical-production.set pins true; honest-baseline 'Crash-freshness' in binding baseline; src!=.set adopted arm
InpCrashSLATRMult,double,ATR-mult,CRASH DETECTOR (BEAR HUNTER),4,Alpha Engines & Pattern Detection,Crash engine,,Production,Active,Engineering-default,,P3,Keep,High,"CCrashBreakoutEntry::CheckForEntrySignal (CCrashBreakoutEntry.mqh:405,419)",,crash registration -> ctor slot2 -> m_rubber_band_sl_atr -> stop = entry + h1_atr*mult (:405); also feeds rr>=1.0 floor (:419),,1.5,1.5,1.500000,= runtime (1.5),"InpCrashSLATRMult × ATR(14,H1)  (state-dependent)",SL/threshold distance (price),"ATR(14,H1) gold ~$3–$45 over 2019–2026",scales with live ATR,Crash stop distance in ATRs; directly sizes the live crash SL and the RR gate.,crash master chain,"reader mqh:405,419"
